target_risk,target_relative_error,speedup,memory_ratio,exact_reached,exact_n_train,exact_label,exact_risk,exact_seconds,exact_operator_dim,exact_megabytes,rf_reached,rf_n_train,rf_label,rf_risk,rf_seconds,rf_operator_dim,rf_megabytes,rf_n_features
0.04685606755890838,0.16745705655298787,24.668054198508425,4.5301760057270375,True,150,exact tikhonov(lam=1e-03),0.02434956890946069,0.13671546301338822,900,6.48,True,600,"rf landweber(T=256), M=49",0.04685606755890838,0.005542207014514133,49,1.430408,49
0.05572156892210204,0.19914112311022628,27.71727018410563,4.5301760057270375,True,150,exact tikhonov(lam=1e-03),0.02434956890946069,0.13671546301338822,900,6.48,True,600,"rf landweber(T=64), M=49",0.051886146020891755,0.004932501004077494,49,1.430408,49
0.06626448622127822,0.23682004049231375,27.71727018410563,4.5301760057270375,True,150,exact tikhonov(lam=1e-03),0.02434956890946069,0.13671546301338822,900,6.48,True,600,"rf landweber(T=64), M=49",0.051886146020891755,0.004932501004077494,49,1.430408,49
0.07880219848634383,0.28162807712869203,126.04174549573541,74.01315789473685,True,150,exact tikhonov(lam=1e-03),0.02434956890946069,0.13671546301338822,900,6.48,True,150,"rf tikhonov(lam=1e-04), M=12",0.077694762985883,0.0010846839868463576,12,0.087552,12
0.09371213511781676,0.33491411310597574,126.04174549573541,74.01315789473685,True,150,exact tikhonov(lam=1e-03),0.02434956890946069,0.13671546301338822,900,6.48,True,150,"rf tikhonov(lam=1e-04), M=12",0.077694762985883,0.0010846839868463576,12,0.087552,12
